versions	packages	classes	attrs	meths	pmeths
0.95.jar	org.joda.time	AbstractDateTime	1	45	27
0.95.jar	org.joda.time	AbstractDuration	1	64	33
0.95.jar	org.joda.time	AbstractInstant	1	39	38
0.95.jar	org.joda.time	AbstractInterval	1	29	25
0.95.jar	org.joda.time	AbstractPartialInstant	1	25	11
0.95.jar	org.joda.time.chrono	AbstractChronology	1	45	44
0.95.jar	org.joda.time.chrono	AbstractGJChronology$HalfdayField	2	4	3
0.95.jar	org.joda.time.chrono	AbstractGJChronology$YearInfo	2	1	0
0.95.jar	org.joda.time.chrono	AbstractGJChronology	2	44	8
0.95.jar	org.joda.time.chrono	AssembledChronology$Fields	2	4	1
0.95.jar	org.joda.time.chrono	AssembledChronology	2	47	41
0.95.jar	org.joda.time.chrono	BuddhistChronology	2	10	6
0.95.jar	org.joda.time.chrono	BuddhistEraDateTimeField	1	20	17
0.95.jar	org.joda.time.chrono	CopticChronology	2	18	7
0.95.jar	org.joda.time.chrono	CopticDayOfMonthDateTimeField	1	7	5
0.95.jar	org.joda.time.chrono	CopticEraDateTimeField	1	20	17
0.95.jar	org.joda.time.chrono	CopticMonthOfYearDateTimeField	1	10	8
0.95.jar	org.joda.time.chrono	CopticYearDateTimeField	1	18	16
0.95.jar	org.joda.time.chrono	GJChronology$CutoverField	2	29	23
0.95.jar	org.joda.time.chrono	GJChronology$ImpreciseCutoverField	2	10	6
0.95.jar	org.joda.time.chrono	GJChronology$LinkedDurationField	2	5	4
0.95.jar	org.joda.time.chrono	GJChronology	2	28	17
0.95.jar	org.joda.time.chrono	GJDayOfMonthDateTimeField	1	8	5
0.95.jar	org.joda.time.chrono	GJDayOfWeekDateTimeField	1	11	9
0.95.jar	org.joda.time.chrono	GJDayOfYearDateTimeField	1	8	5
0.95.jar	org.joda.time.chrono	GJEraDateTimeField	1	17	15
0.95.jar	org.joda.time.chrono	GJLocaleSymbols	1	22	17
0.95.jar	org.joda.time.chrono	GJMonthOfYearDateTimeField	1	22	20
0.95.jar	org.joda.time.chrono	GJWeekOfWeekyearDateTimeField	1	11	8
0.95.jar	org.joda.time.chrono	GJWeekyearDateTimeField	1	17	15
0.95.jar	org.joda.time.chrono	GJYearDateTimeField	1	18	16
0.95.jar	org.joda.time.chrono	GJYearOfEraDateTimeField	1	14	12
0.95.jar	org.joda.time.chrono	GregorianChronology	2	17	6
0.95.jar	org.joda.time.chrono	ISOChronology$Stub	2	4	0
0.95.jar	org.joda.time.chrono	ISOChronology	2	10	6
0.95.jar	org.joda.time.chrono	ISOYearOfEraDateTimeField	1	15	12
0.95.jar	org.joda.time.chrono	JulianChronology$NoWeekyearZeroField	2	2	0
0.95.jar	org.joda.time.chrono	JulianChronology$NoYearZeroField	2	5	3
0.95.jar	org.joda.time.chrono	JulianChronology	2	19	7
0.95.jar	org.joda.time.chrono	LenientChronology	2	7	4
0.95.jar	org.joda.time.chrono	LimitChronology$LimitDateTimeField	2	26	25
0.95.jar	org.joda.time.chrono	LimitChronology$LimitDurationField	2	9	8
0.95.jar	org.joda.time.chrono	LimitChronology$LimitException	2	3	2
0.95.jar	org.joda.time.chrono	LimitChronology	2	18	13
0.95.jar	org.joda.time.chrono	StrictChronology	2	7	4
0.95.jar	org.joda.time.chrono	ZonedChronology$ZonedDateTimeField	2	26	25
0.95.jar	org.joda.time.chrono	ZonedChronology$ZonedDurationField	2	11	10
0.95.jar	org.joda.time.chrono	ZonedChronology	2	16	10
0.95.jar	org.joda.time	Chronology	1	44	44
0.95.jar	org.joda.time.convert	AbstractConverter	1	8	7
0.95.jar	org.joda.time.convert	CalendarConverter	1	7	4
0.95.jar	org.joda.time.convert	Converter	1	1	1
0.95.jar	org.joda.time.convert	ConverterManager	1	18	17
0.95.jar	org.joda.time.convert	ConverterSet$Entry	2	1	0
0.95.jar	org.joda.time.convert	ConverterSet	2	8	6
0.95.jar	org.joda.time.convert	DateConverter	1	5	2
0.95.jar	org.joda.time.convert	DurationConverter	1	4	4
0.95.jar	org.joda.time.convert	InstantConverter	1	6	6
0.95.jar	org.joda.time.convert	IntervalConverter	1	1	1
0.95.jar	org.joda.time.convert	LongConverter	1	9	6
0.95.jar	org.joda.time.convert	PartialInstantConverter	1	8	5
0.95.jar	org.joda.time.convert	ReadableDurationConverter	1	8	5
0.95.jar	org.joda.time.convert	ReadableInstantConverter	1	7	4
0.95.jar	org.joda.time.convert	ReadableIntervalConverter	1	9	6
0.95.jar	org.joda.time.convert	StringConverter	1	11	8
0.95.jar	org.joda.time	DateOnly	1	38	36
0.95.jar	org.joda.time	DateTime	1	35	33
0.95.jar	org.joda.time	DateTimeComparator	1	13	9
0.95.jar	org.joda.time	DateTimeConstants	1	1	0
0.95.jar	org.joda.time	DateTimeField	1	34	34
0.95.jar	org.joda.time	DateTimeZone$Stub	2	4	0
0.95.jar	org.joda.time	DateTimeZone	2	35	27
0.95.jar	org.joda.time	Duration	1	22	9
0.95.jar	org.joda.time	DurationField	1	18	18
0.95.jar	org.joda.time	DurationType$1	3	0	0
0.95.jar	org.joda.time	DurationType$AverageYearMonthType	2	5	4
0.95.jar	org.joda.time	DurationType$DayHourType	2	10	9
0.95.jar	org.joda.time	DurationType$MaskedType	2	13	12
0.95.jar	org.joda.time	DurationType$MillisType	2	7	4
0.95.jar	org.joda.time	DurationType$PreciseYearMonthType	2	6	5
0.95.jar	org.joda.time	DurationType$PreciseYearWeekType	2	6	5
0.95.jar	org.joda.time	DurationType$YearMonthType	2	6	5
0.95.jar	org.joda.time	DurationType$YearWeekType	2	6	5
0.95.jar	org.joda.time	DurationType	2	33	32
0.95.jar	org.joda.time.field	AbstractDateTimeField	1	35	34
0.95.jar	org.joda.time.field	AbstractDurationField	1	19	18
0.95.jar	org.joda.time.field	DecoratedDateTimeField	1	10	10
0.95.jar	org.joda.time.field	DecoratedDurationField	1	10	10
0.95.jar	org.joda.time.field	DelegatedDateTimeField	1	37	35
0.95.jar	org.joda.time.field	DelegatedDurationField	1	21	19
0.95.jar	org.joda.time.field	DividedDateTimeField	1	16	15
0.95.jar	org.joda.time.field	FieldUtils	1	8	7
0.95.jar	org.joda.time.field	ImpreciseDateTimeField$LinkedDurationField	2	11	10
0.95.jar	org.joda.time.field	ImpreciseDateTimeField	2	11	10
0.95.jar	org.joda.time.field	LenientDateTimeField	1	4	3
0.95.jar	org.joda.time.field	MillisDurationField	1	21	18
0.95.jar	org.joda.time.field	NonZeroDateTimeField	1	21	21
0.95.jar	org.joda.time.field	OffsetDateTimeField	1	19	19
0.95.jar	org.joda.time.field	PreciseDateTimeField	1	7	7
0.95.jar	org.joda.time.field	PreciseDurationDateTimeField	1	14	13
0.95.jar	org.joda.time.field	PreciseDurationField	1	9	9
0.95.jar	org.joda.time.field	RemainderDateTimeField	1	16	15
0.95.jar	org.joda.time.field	ScaledDurationField	1	15	15
0.95.jar	org.joda.time.field	StrictDateTimeField	1	4	3
0.95.jar	org.joda.time.field	UnsupportedDateTimeField	1	39	35
0.95.jar	org.joda.time.field	UnsupportedDurationField	1	23	19
0.95.jar	org.joda.time.format	AbstractDateTimeFormatter	1	23	20
0.95.jar	org.joda.time.format	AbstractDurationFormatter	1	5	5
0.95.jar	org.joda.time.format	DateTimeFormat$FParser	2	25	23
0.95.jar	org.joda.time.format	DateTimeFormat$FPrinter	2	25	23
0.95.jar	org.joda.time.format	DateTimeFormat	2	18	10
0.95.jar	org.joda.time.format	DateTimeFormatter	1	0	0
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$AbstractFormatter	2	2	1
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$CharacterLiteral	2	7	6
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$Composite	2	8	5
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$Fraction	2	7	5
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$MatchingParser	2	3	2
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$NumberFormatter	2	6	5
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$PaddedNumber	2	4	3
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$StringLiteral	2	7	6
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$TextField	2	7	6
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$TimeZoneOffsetFormatter	2	7	5
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$TimeZonePrinter	2	5	4
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder$UnpaddedNumber	2	4	3
0.95.jar	org.joda.time.format	DateTimeFormatterBuilder	2	67	61
0.95.jar	org.joda.time.format	DateTimeParser	1	10	10
0.95.jar	org.joda.time.format	DateTimeParserBucket$SavedField	2	5	1
0.95.jar	org.joda.time.format	DateTimeParserBucket$SavedState	2	2	0
0.95.jar	org.joda.time.format	DateTimeParserBucket	2	12	10
0.95.jar	org.joda.time.format	DateTimePrinter	1	14	14
0.95.jar	org.joda.time.format	DurationFormat	1	5	3
0.95.jar	org.joda.time.format	DurationFormatter	1	0	0
0.95.jar	org.joda.time.format	DurationFormatterBuilder$AlternateSelector	2	7	5
0.95.jar	org.joda.time.format	DurationFormatterBuilder$Composite	2	6	5
0.95.jar	org.joda.time.format	DurationFormatterBuilder$CompositeAffix	2	6	5
0.95.jar	org.joda.time.format	DurationFormatterBuilder$DurationFieldAffix	2	5	5
0.95.jar	org.joda.time.format	DurationFormatterBuilder$FieldFormatter	2	13	6
0.95.jar	org.joda.time.format	DurationFormatterBuilder$Literal	2	6	5
0.95.jar	org.joda.time.format	DurationFormatterBuilder$PluralAffix	2	6	5
0.95.jar	org.joda.time.format	DurationFormatterBuilder$Separator	2	9	5
0.95.jar	org.joda.time.format	DurationFormatterBuilder$SingularAffix	2	6	5
0.95.jar	org.joda.time.format	DurationFormatterBuilder	2	35	29
0.95.jar	org.joda.time.format	DurationParser	1	3	3
0.95.jar	org.joda.time.format	DurationPrinter	1	6	6
0.95.jar	org.joda.time.format	FormatUtils	1	12	9
0.95.jar	org.joda.time.format	ISODateTimeFormat	1	47	33
0.95.jar	org.joda.time.format	ISODurationFormat	1	8	6
0.95.jar	org.joda.time	Instant	1	12	12
0.95.jar	org.joda.time	Interval	1	10	6
0.95.jar	org.joda.time	MutableDateOnly	1	65	65
0.95.jar	org.joda.time	MutableDateTime	1	79	79
0.95.jar	org.joda.time	MutableDuration	1	34	34
0.95.jar	org.joda.time	MutableInterval	1	14	14
0.95.jar	org.joda.time	MutableTimeOnly	1	68	68
0.95.jar	org.joda.time	PartialInstant	1	11	11
0.95.jar	org.joda.time.property	AbstractReadableInstantFieldProperty	1	25	25
0.95.jar	org.joda.time.property	DateOnlyFieldProperty	1	15	15
0.95.jar	org.joda.time.property	DateTimeFieldProperty	1	14	14
0.95.jar	org.joda.time.property	ReadWritableInstantFieldProperty	1	14	14
0.95.jar	org.joda.time.property	TimeOnlyFieldProperty	1	15	15
0.95.jar	org.joda.time	ReadableDateTime	1	30	30
0.95.jar	org.joda.time	ReadableDuration	1	24	24
0.95.jar	org.joda.time	ReadableInstant	1	17	17
0.95.jar	org.joda.time	ReadableInterval	1	19	19
0.95.jar	org.joda.time	ReadWritableDateTime	1	32	32
0.95.jar	org.joda.time	ReadWritableDuration	1	23	23
0.95.jar	org.joda.time	ReadWritableInstant	1	12	12
0.95.jar	org.joda.time	ReadWritableInterval	1	8	8
0.95.jar	org.joda.time	TimeOnly	1	38	36
0.95.jar	org.joda.time.tz	CachedDateTimeZone$Info	2	4	3
0.95.jar	org.joda.time.tz	CachedDateTimeZone	2	15	10
0.95.jar	org.joda.time.tz	DateTimeZoneBuilder$DSTZone	2	11	8
0.95.jar	org.joda.time.tz	DateTimeZoneBuilder$OfYear	2	11	5
0.95.jar	org.joda.time.tz	DateTimeZoneBuilder$PrecalculatedZone	2	12	9
0.95.jar	org.joda.time.tz	DateTimeZoneBuilder$Recurrence	2	9	7
0.95.jar	org.joda.time.tz	DateTimeZoneBuilder$Rule	2	7	6
0.95.jar	org.joda.time.tz	DateTimeZoneBuilder$RuleSet	2	12	9
0.95.jar	org.joda.time.tz	DateTimeZoneBuilder$Transition	2	9	6
0.95.jar	org.joda.time.tz	DateTimeZoneBuilder	2	15	10
0.95.jar	org.joda.time.tz	DateTimeZonePermission	1	2	2
0.95.jar	org.joda.time.tz	DefaultNameProvider	1	5	3
0.95.jar	org.joda.time.tz	FixedDateTimeZone	1	9	9
0.95.jar	org.joda.time.tz	NameProvider	1	2	2
0.95.jar	org.joda.time.tz	Provider	1	2	2
0.95.jar	org.joda.time.tz	UTCProvider	1	3	3
0.95.jar	org.joda.time.tz	ZoneInfoCompiler$DateTimeOfYear	2	5	3
0.95.jar	org.joda.time.tz	ZoneInfoCompiler$Rule	2	4	2
0.95.jar	org.joda.time.tz	ZoneInfoCompiler$RuleSet	2	3	1
0.95.jar	org.joda.time.tz	ZoneInfoCompiler$Zone	2	7	3
0.95.jar	org.joda.time.tz	ZoneInfoCompiler	2	16	4
0.95.jar	org.joda.time.tz	ZoneInfoProvider	1	10	5
1.0.jar	org.joda.time	Chronology	1	68	68
1.0.jar	org.joda.time	DateMidnight$Property	2	15	13
1.0.jar	org.joda.time	DateMidnight	2	42	41
1.0.jar	org.joda.time	DateTime$Property	2	15	13
1.0.jar	org.joda.time	DateTime	2	56	56
1.0.jar	org.joda.time	DateTimeComparator	1	14	11
1.0.jar	org.joda.time	DateTimeConstants	1	1	0
1.0.jar	org.joda.time	DateTimeField	1	51	51
1.0.jar	org.joda.time	DateTimeFieldType$StandardDateTimeFieldType	2	5	3
1.0.jar	org.joda.time	DateTimeFieldType	2	54	29
1.0.jar	org.joda.time	DateTimeUtils$FixedMillisProvider	2	2	0
1.0.jar	org.joda.time	DateTimeUtils$MillisProvider	2	2	0
1.0.jar	org.joda.time	DateTimeUtils$OffsetMillisProvider	2	2	0
1.0.jar	org.joda.time	DateTimeUtils$SystemMillisProvider	2	2	0
1.0.jar	org.joda.time	DateTimeUtils	2	15	12
1.0.jar	org.joda.time	DateTimeZone$1	2	5	4
1.0.jar	org.joda.time	DateTimeZone$Stub	2	4	0
1.0.jar	org.joda.time	DateTimeZone	2	42	30
1.0.jar	org.joda.time	Duration	1	13	12
1.0.jar	org.joda.time	DurationField	1	20	20
1.0.jar	org.joda.time	DurationFieldType$StandardDurationFieldType	2	3	1
1.0.jar	org.joda.time	DurationFieldType	2	18	16
1.0.jar	org.joda.time	Instant	1	13	13
1.0.jar	org.joda.time	Interval	1	19	19
1.0.jar	org.joda.time	JodaTimePermission	1	1	1
1.0.jar	org.joda.time	MutableDateTime$Property	2	15	13
1.0.jar	org.joda.time	MutableDateTime	2	79	79
1.0.jar	org.joda.time	MutableInterval	1	26	26
1.0.jar	org.joda.time	MutablePeriod	1	70	70
1.0.jar	org.joda.time	Period	1	68	67
1.0.jar	org.joda.time	PeriodType	1	36	30
1.0.jar	org.joda.time	ReadWritableDateTime	1	26	26
1.0.jar	org.joda.time	ReadWritableInstant	1	12	12
1.0.jar	org.joda.time	ReadWritableInterval	1	12	12
1.0.jar	org.joda.time	ReadWritablePeriod	1	26	26
1.0.jar	org.joda.time	ReadableDateTime	1	22	22
1.0.jar	org.joda.time	ReadableDuration	1	10	10
1.0.jar	org.joda.time	ReadableInstant	1	13	13
1.0.jar	org.joda.time	ReadableInterval	1	21	21
1.0.jar	org.joda.time	ReadablePartial	1	11	11
1.0.jar	org.joda.time	ReadablePeriod	1	11	11
1.0.jar	org.joda.time	TimeOfDay$Property	2	11	9
1.0.jar	org.joda.time	TimeOfDay	2	39	35
1.0.jar	org.joda.time	YearMonthDay$Property	2	10	8
1.0.jar	org.joda.time	YearMonthDay	2	39	35
1.0.jar	org.joda.time.base	AbstractDateTime	1	24	23
1.0.jar	org.joda.time.base	AbstractDuration	1	11	10
1.0.jar	org.joda.time.base	AbstractInstant	1	30	29
1.0.jar	org.joda.time.base	AbstractInterval	1	29	27
1.0.jar	org.joda.time.base	AbstractPartial	1	19	14
1.0.jar	org.joda.time.base	AbstractPeriod	1	15	14
1.0.jar	org.joda.time.base	BaseDateTime	1	17	13
1.0.jar	org.joda.time.base	BaseDuration	1	15	10
1.0.jar	org.joda.time.base	BaseInterval	1	11	3
1.0.jar	org.joda.time.base	BasePartial	1	15	5
1.0.jar	org.joda.time.base	BasePeriod	1	30	6
1.0.jar	org.joda.time.chrono	AssembledChronology$Fields	2	4	1
1.0.jar	org.joda.time.chrono	AssembledChronology	2	45	39
1.0.jar	org.joda.time.chrono	BaseChronology	1	50	49
1.0.jar	org.joda.time.chrono	BaseGJChronology$HalfdayField	2	4	3
1.0.jar	org.joda.time.chrono	BaseGJChronology$YearInfo	2	1	0
1.0.jar	org.joda.time.chrono	BaseGJChronology	2	43	5
1.0.jar	org.joda.time.chrono	BuddhistChronology	2	10	6
1.0.jar	org.joda.time.chrono	CopticChronology	2	18	6
1.0.jar	org.joda.time.chrono	CopticDayOfMonthDateTimeField	1	9	7
1.0.jar	org.joda.time.chrono	CopticEraDateTimeField	1	18	15
1.0.jar	org.joda.time.chrono	CopticMonthOfYearDateTimeField	1	10	8
1.0.jar	org.joda.time.chrono	CopticYearDateTimeField	1	18	16
1.0.jar	org.joda.time.chrono	GJChronology$CutoverField	2	27	23
1.0.jar	org.joda.time.chrono	GJChronology$ImpreciseCutoverField	2	9	6
1.0.jar	org.joda.time.chrono	GJChronology$LinkedDurationField	2	5	4
1.0.jar	org.joda.time.chrono	GJChronology	2	26	14
1.0.jar	org.joda.time.chrono	GJDayOfMonthDateTimeField	1	10	7
1.0.jar	org.joda.time.chrono	GJDayOfWeekDateTimeField	1	11	8
1.0.jar	org.joda.time.chrono	GJDayOfYearDateTimeField	1	10	7
1.0.jar	org.joda.time.chrono	GJEraDateTimeField	1	17	15
1.0.jar	org.joda.time.chrono	GJLocaleSymbols	1	22	17
1.0.jar	org.joda.time.chrono	GJMonthOfYearDateTimeField	1	22	19
1.0.jar	org.joda.time.chrono	GJWeekOfWeekyearDateTimeField	1	13	10
1.0.jar	org.joda.time.chrono	GJWeekyearDateTimeField	1	17	15
1.0.jar	org.joda.time.chrono	GJYearDateTimeField	1	18	16
1.0.jar	org.joda.time.chrono	GJYearOfEraDateTimeField	1	15	13
1.0.jar	org.joda.time.chrono	GregorianChronology	2	17	6
1.0.jar	org.joda.time.chrono	ISOChronology$Stub	2	4	0
1.0.jar	org.joda.time.chrono	ISOChronology	2	10	6
1.0.jar	org.joda.time.chrono	ISOYearOfEraDateTimeField	1	16	13
1.0.jar	org.joda.time.chrono	JulianChronology	2	19	6
1.0.jar	org.joda.time.chrono	LenientChronology	2	7	4
1.0.jar	org.joda.time.chrono	LimitChronology$LimitDateTimeField	2	26	25
1.0.jar	org.joda.time.chrono	LimitChronology$LimitDurationField	2	9	8
1.0.jar	org.joda.time.chrono	LimitChronology$LimitException	2	3	2
1.0.jar	org.joda.time.chrono	LimitChronology	2	14	9
1.0.jar	org.joda.time.chrono	StrictChronology	2	7	4
1.0.jar	org.joda.time.chrono	ThaiBuddhistEraDateTimeField	1	18	15
1.0.jar	org.joda.time.chrono	ZonedChronology$ZonedDateTimeField	2	26	25
1.0.jar	org.joda.time.chrono	ZonedChronology$ZonedDurationField	2	11	10
1.0.jar	org.joda.time.chrono	ZonedChronology	2	14	8
1.0.jar	org.joda.time.convert	AbstractConverter	1	9	8
1.0.jar	org.joda.time.convert	CalendarConverter	1	7	4
1.0.jar	org.joda.time.convert	Converter	1	1	1
1.0.jar	org.joda.time.convert	ConverterManager	1	28	22
1.0.jar	org.joda.time.convert	ConverterSet$Entry	2	1	0
1.0.jar	org.joda.time.convert	ConverterSet	2	8	0
1.0.jar	org.joda.time.convert	DateConverter	1	5	2
1.0.jar	org.joda.time.convert	DurationConverter	1	1	1
1.0.jar	org.joda.time.convert	InstantConverter	1	3	3
1.0.jar	org.joda.time.convert	IntervalConverter	1	2	2
1.0.jar	org.joda.time.convert	LongConverter	1	6	3
1.0.jar	org.joda.time.convert	NullConverter	1	6	4
1.0.jar	org.joda.time.convert	PartialConverter	1	2	2
1.0.jar	org.joda.time.convert	PeriodConverter	1	2	2
1.0.jar	org.joda.time.convert	ReadableDurationConverter	1	6	3
1.0.jar	org.joda.time.convert	ReadableInstantConverter	1	7	4
1.0.jar	org.joda.time.convert	ReadableIntervalConverter	1	8	5
1.0.jar	org.joda.time.convert	ReadablePartialConverter	1	7	4
1.0.jar	org.joda.time.convert	ReadablePeriodConverter	1	6	3
1.0.jar	org.joda.time.convert	StringConverter	1	8	5
1.0.jar	org.joda.time.field	AbstractPartialFieldProperty	1	22	20
1.0.jar	org.joda.time.field	AbstractReadableInstantFieldProperty	1	29	28
1.0.jar	org.joda.time.field	BaseDateTimeField	1	51	49
1.0.jar	org.joda.time.field	BaseDurationField	1	12	11
1.0.jar	org.joda.time.field	DecoratedDateTimeField	1	10	9
1.0.jar	org.joda.time.field	DecoratedDurationField	1	10	10
1.0.jar	org.joda.time.field	DelegatedDateTimeField	1	53	53
1.0.jar	org.joda.time.field	DelegatedDurationField	1	22	20
1.0.jar	org.joda.time.field	DividedDateTimeField	1	16	15
1.0.jar	org.joda.time.field	FieldUtils	1	11	10
1.0.jar	org.joda.time.field	ImpreciseDateTimeField$LinkedDurationField	2	11	10
1.0.jar	org.joda.time.field	ImpreciseDateTimeField	2	11	10
1.0.jar	org.joda.time.field	LenientDateTimeField	1	4	3
1.0.jar	org.joda.time.field	MillisDurationField	1	22	19
1.0.jar	org.joda.time.field	OffsetDateTimeField	1	20	20
1.0.jar	org.joda.time.field	PreciseDateTimeField	1	7	7
1.0.jar	org.joda.time.field	PreciseDurationDateTimeField	1	10	9
1.0.jar	org.joda.time.field	PreciseDurationField	1	11	11
1.0.jar	org.joda.time.field	RemainderDateTimeField	1	17	16
1.0.jar	org.joda.time.field	ScaledDurationField	1	17	17
1.0.jar	org.joda.time.field	SkipDateTimeField	1	6	5
1.0.jar	org.joda.time.field	SkipUndoDateTimeField	1	6	5
1.0.jar	org.joda.time.field	StrictDateTimeField	1	4	3
1.0.jar	org.joda.time.field	UnsupportedDateTimeField	1	54	51
1.0.jar	org.joda.time.field	UnsupportedDurationField	1	25	22
1.0.jar	org.joda.time.field	ZeroIsMaxDateTimeField	1	26	26
1.0.jar	org.joda.time.format	DateTimeFormat$StyleFormatter	2	11	7
1.0.jar	org.joda.time.format	DateTimeFormat	2	24	14
1.0.jar	org.joda.time.format	DateTimeFormatter	1	32	26
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$CharacterLiteral	2	8	7
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$Composite	2	13	7
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$Fraction	2	10	7
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$MatchingParser	2	3	2
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$NumberFormatter	2	8	7
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$PaddedNumber	2	6	5
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$StringLiteral	2	8	7
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$TextField	2	10	7
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$TimeZoneName	2	7	5
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$TimeZoneOffset	2	9	7
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$TwoDigitYear	2	10	7
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder$UnpaddedNumber	2	6	5
1.0.jar	org.joda.time.format	DateTimeFormatterBuilder	2	68	58
1.0.jar	org.joda.time.format	DateTimeParser	1	2	2
1.0.jar	org.joda.time.format	DateTimeParserBucket$SavedField	2	5	1
1.0.jar	org.joda.time.format	DateTimeParserBucket$SavedState	2	2	0
1.0.jar	org.joda.time.format	DateTimeParserBucket	2	20	14
1.0.jar	org.joda.time.format	DateTimePrinter	1	5	5
1.0.jar	org.joda.time.format	FormatUtils	1	13	9
1.0.jar	org.joda.time.format	ISODateTimeFormat	1	56	41
1.0.jar	org.joda.time.format	ISOPeriodFormat	1	6	5
1.0.jar	org.joda.time.format	PeriodFormat	1	2	1
1.0.jar	org.joda.time.format	PeriodFormatter	1	19	15
1.0.jar	org.joda.time.format	PeriodFormatterBuilder$Composite	2	8	5
1.0.jar	org.joda.time.format	PeriodFormatterBuilder$CompositeAffix	2	6	5
1.0.jar	org.joda.time.format	PeriodFormatterBuilder$FieldFormatter	2	13	5
1.0.jar	org.joda.time.format	PeriodFormatterBuilder$Literal	2	7	5
1.0.jar	org.joda.time.format	PeriodFormatterBuilder$PeriodFieldAffix	2	5	5
1.0.jar	org.joda.time.format	PeriodFormatterBuilder$PluralAffix	2	6	5
1.0.jar	org.joda.time.format	PeriodFormatterBuilder$Separator	2	7	5
1.0.jar	org.joda.time.format	PeriodFormatterBuilder$SimpleAffix	2	6	5
1.0.jar	org.joda.time.format	PeriodFormatterBuilder	2	44	35
1.0.jar	org.joda.time.format	PeriodParser	1	1	1
1.0.jar	org.joda.time.format	PeriodPrinter	1	4	4
1.0.jar	org.joda.time.tz	CachedDateTimeZone$Info	2	4	3
1.0.jar	org.joda.time.tz	CachedDateTimeZone	2	15	10
1.0.jar	org.joda.time.tz	DateTimeZoneBuilder$DSTZone	2	11	8
1.0.jar	org.joda.time.tz	DateTimeZoneBuilder$OfYear	2	11	5
1.0.jar	org.joda.time.tz	DateTimeZoneBuilder$PrecalculatedZone	2	12	9
1.0.jar	org.joda.time.tz	DateTimeZoneBuilder$Recurrence	2	9	7
1.0.jar	org.joda.time.tz	DateTimeZoneBuilder$Rule	2	7	6
1.0.jar	org.joda.time.tz	DateTimeZoneBuilder$RuleSet	2	12	9
1.0.jar	org.joda.time.tz	DateTimeZoneBuilder$Transition	2	9	6
1.0.jar	org.joda.time.tz	DateTimeZoneBuilder	2	15	10
1.0.jar	org.joda.time.tz	DefaultNameProvider	1	5	3
1.0.jar	org.joda.time.tz	FixedDateTimeZone	1	9	9
1.0.jar	org.joda.time.tz	NameProvider	1	2	2
1.0.jar	org.joda.time.tz	Provider	1	2	2
1.0.jar	org.joda.time.tz	UTCProvider	1	3	3
1.0.jar	org.joda.time.tz	ZoneInfoCompiler$DateTimeOfYear	2	5	3
1.0.jar	org.joda.time.tz	ZoneInfoCompiler$Rule	2	4	2
1.0.jar	org.joda.time.tz	ZoneInfoCompiler$RuleSet	2	3	1
1.0.jar	org.joda.time.tz	ZoneInfoCompiler$Zone	2	6	2
1.0.jar	org.joda.time.tz	ZoneInfoCompiler	2	16	4
1.0.jar	org.joda.time.tz	ZoneInfoProvider	1	10	5
1.1.jar	org.joda.time	Chronology	1	68	68
1.1.jar	org.joda.time	DateMidnight$Property	2	17	13
1.1.jar	org.joda.time	DateMidnight	2	50	49
1.1.jar	org.joda.time	DateTime$Property	2	17	13
1.1.jar	org.joda.time	DateTime	2	72	72
1.1.jar	org.joda.time	DateTimeComparator	1	14	11
1.1.jar	org.joda.time	DateTimeConstants	1	1	0
1.1.jar	org.joda.time	DateTimeField	1	51	51
1.1.jar	org.joda.time	DateTimeFieldType$StandardDateTimeFieldType	2	5	3
1.1.jar	org.joda.time	DateTimeFieldType	2	54	29
1.1.jar	org.joda.time	DateTimeUtils$FixedMillisProvider	2	2	0
1.1.jar	org.joda.time	DateTimeUtils$MillisProvider	2	2	0
1.1.jar	org.joda.time	DateTimeUtils$OffsetMillisProvider	2	2	0
1.1.jar	org.joda.time	DateTimeUtils$SystemMillisProvider	2	2	0
1.1.jar	org.joda.time	DateTimeUtils	2	17	14
1.1.jar	org.joda.time	DateTimeZone$1	2	5	4
1.1.jar	org.joda.time	DateTimeZone$Stub	2	4	0
1.1.jar	org.joda.time	DateTimeZone	2	42	30
